Time,Title,Types,Number of reads,Comments,Author
04-05 18:00,股東週年大會通告;重選退席董事及一般性授,公告,2267,0,长和资讯
03-28 18:23,和黃中國醫藥科技有限公司授出認股權,公告,3408,0,长和资讯
03-28 18:01,长和维持买入评级，目标价116港元,研报,3136,0,长和资讯
03-27 16:38,长和维持跑赢大市评级，目标价122港元,研报,2922,0,长和资讯
03-23 19:44,FY16: a beat at the headline level but u,研报,1652,0,长和资讯
03-23 17:59,Buy: Solid results but dividend payout d,研报,1374,0,长和资讯
03-22 16:44,截至2016年12月31日止年度之業績,公告,2236,0,长和资讯
03-02 18:24,截至2017年2月28日止月份之股份發行人的證,公告,1846,0,长和资讯
03-01 08:41,Outlook starting to brighten,研报,2074,0,长和资讯
02-28 15:40,长和给予买入评级，目标价118港元,研报,3350,0,长和资讯
02-28 15:32,长和升至增持评级，目标价105港元,研报,2468,0,长和资讯
02-28 15:21,长和重申买入评级，目标价111港元,研报,2116,0,长和资讯
02-23 20:35,自願性公告 - WIND TRE S.P.A.之業績,公告,2921,0,长和资讯
02-23 17:30,董事會會議召開日期,公告,2092,0,长和资讯
02-17 00:00,长和给予买入评级，目标价112港元,研报,622,0,长和资讯
02-09 00:00,长和升至买入评级，目标价112元,研报,363,0,长和资讯
02-07 00:00,Going for a sub-par option in the UK,研报,119,0,长和资讯
02-07 00:00,Going for a sub-par option in the UK,研报,367,0,长和资讯
02-02 18:55,截至2017年1月31日止月份之股份發行人的證,公告,4015,0,长和资讯
01-16 06:54,關連交易 - 就建議透過計劃方式收購目標公,公告,2956,0,长和资讯
01-05 16:11,截至2016年12月31日止月份之股份發行人的證,公告,2453,0,长和资讯
12-30 17:25,董事名單及其角色與職能,公告,4286,0,长和资讯
12-16 00:00,长和：维持买入评级，目标价110元,研报,405,0,长和资讯
12-15 17:21,委任執行董事及非執行董事,公告,1852,0,长和资讯
12-02 22:34,截至2016年11月30日止月份之股份發行人的證,公告,5136,0,长和资讯
12-02 22:33,翌日披露報表 - 已發行股本變動,公告,4762,0,长和资讯
12-02 21:17,印度稅務局向和記電訊國際有限公司發出草擬,公告,5490,0,长和资讯
12-02 20:51,關連交易-出售從事飛機租賃業務之公司,公告,4843,0,长和资讯
11-24 00:00,长和：维持跑赢大市评级，目标价108.88元,研报,334,0,长和资讯
11-23 00:00,FX a material headwind but longer term v,研报,276,0,长和资讯
11-18 19:38,翌日披露報表,公告,5393,0,长和资讯
11-17 20:09,翌日披露報表,公告,6115,0,长和资讯
11-13 14:28,Italy JV details better than expected,研报,12765,7,长和资讯
11-07 08:17,完成 3 ITALIA S.P.A. 與 WIND ACQUISITION,公告,12827,8,长和资讯
11-02 17:23,截至2016年10月31日止月份之股份發行人的證,公告,7983,0,长和资讯
10-25 08:06,3 ITALIA S.P.A.與 WIND ACQUISITION HOLDI,公告,7329,0,长和资讯
10-04 16:22,截至2016年9月30日止月份之股份發行人的證,公告,14589,2,长和资讯
09-08 15:17,长和维持增持评级，目标价119元,研报,12079,1,长和资讯
09-06 11:57,Catalyst finally,研报,7427,0,长和资讯
09-06 11:57,Catalyst finally,研报,7909,0,长和资讯
09-05 18:00,长和：维持与大市同步评级，目标价100元,研报,10135,0,长和资讯
09-05 17:43,长和：给予买入评级，目标价117元,研报,9042,0,长和资讯
09-05 17:30,长和：重申跑赢大市评级，目标价108.88元,研报,8813,0,长和资讯
09-05 16:26,长和给予买入评级，目标价116元,研报,8951,0,长和资讯
09-05 09:50,EC approves Wind/3 Italy merger proposal,研报,10496,0,长和资讯
09-05 09:50,EC approves Wind/3 Italy merger proposal,研报,10588,0,长和资讯
09-05 08:47,3 Italia and Wind: now a power couple,研报,10671,0,长和资讯
09-03 10:26,Italian deal approved by EC; solid track,研报,2104,0,长和资讯
09-02 15:42,截至2016年8月31日止月份之股份發行人的證,公告,19461,0,长和资讯
09-02 09:58,Buy: 3 Italy-Wind merger approved,研报,7765,0,长和资讯
09-01 22:51,歐盟委員會批准 3 ITALIA S.P.A.與 WIND AC,公告,7295,0,长和资讯
08-26 19:03,Press reports Italy deal approval is imm,研报,9042,0,长和资讯
08-26 17:15,EC reported to be close to approving Win,研报,8864,0,长和资讯
08-25 17:10,致新登記股東之信函及回條:選擇公司通訊之,公告,3748,0,长和资讯
08-25 17:10,2016年中期報告,公告,4909,0,长和资讯
08-25 17:08,致登記股東之通知信函及申請表格:2016年中,公告,3364,0,长和资讯
08-25 17:08,致非登記持有人之通知信函及申請表格:2016,公告,3383,0,长和资讯
08-25 14:17,长和给予跑赢大市评级，目标价100.63元,研报,4379,0,长和资讯
08-19 16:50,长和给予买入评级，目标价106元,研报,14256,1,长和资讯
08-19 16:38,长和维持买入评级，目标价114元,研报,13412,0,长和资讯
08-17 14:07,Follow the leader,研报,6144,0,长和资讯
08-17 09:19,Initiate at Buy: Robust growth with M&A ,研报,6459,0,长和资讯
08-12 17:22,业绩焦点：长江和记实业有限公司,研报,19150,0,长和资讯
08-12 11:38,A soft headline masking the underlying s,研报,7131,0,长和资讯
08-11 17:01,截至2016年6月30日止六個月之未經審核業績,公告,7447,0,长和资讯
08-10 14:39,长和：给予与大市同步评级，目标价95元,研报,7101,1,长和资讯
08-09 17:40,1H16 preview: No major surprise expected,研报,6097,0,长和资讯
08-09 16:23,1H16 Preview; First Earnings Decline in ,研报,5914,0,长和资讯
08-08 15:51,维持买入评级，目标价108元,研报,7822,0,长和资讯
08-05 17:19,Opportunities while market expectations ,研报,17933,1,长和资讯
08-04 10:03,1H16 results preview,研报,6928,0,长和资讯
08-03 15:57,截至2016年7月31日止月份之股份發行人的證,公告,5624,0,长和资讯
08-01 17:21,董事名單及其角色與職能,公告,6014,0,长和资讯
08-01 14:56,长和给予买入评级，目标价99元,研报,7267,0,长和资讯
07-15 17:10,董事會會議召開日期,公告,19685,0,长和资讯
07-12 14:58,长和维持与大市同步评级，目标价95元,研报,9409,0,长和资讯
07-12 14:40,售部份意大利资产有利业务整合获欧盟批准,研报,9976,3,长和资讯
07-12 14:35,长和给予买入评级，目标价108元,研报,9966,0,长和资讯
07-12 14:29,长和维持买入评级,研报,9153,1,长和资讯
07-07 09:13,One step closer to an Italian matrimony,研报,7684,0,长和资讯
07-06 17:52,给予买入评级，目标价98元,研报,9923,0,长和资讯
07-05 16:14,截至2016年6月30日止月份之股份發行人的證,公告,6942,0,长和资讯
06-30 17:10,執行董事退任,公告,8123,0,长和资讯
06-30 15:50,Potential acceleration of Wind deal appr,研报,8016,0,长和资讯
06-28 11:14,Outlook remains resilient despite Brexit,研报,10131,0,长和资讯
06-27 19:11,Assessing impact from Brexit,研报,10653,0,长和资讯
06-27 18:32,Downgrade to Equal-weight,研报,10997,0,长和资讯
06-27 17:32,Near-term share price weakness from Brex,研报,11016,0,长和资讯
06-27 11:06,Uncertainty to weigh short term but here,研报,15341,0,长和资讯
06-27 11:06,Uncertainty to weigh short term but here,研报,15044,0,长和资讯
06-20 12:34,和黃中國醫藥科技有限公司授出認股權,公告,15732,0,长和资讯
06-17 16:54,投资本不易 李嘉诚财富降至四年来最低水平,资讯,20189,6,长和资讯
06-02 17:16,截至2016年5月31日止月份之股份發行人的證,公告,8122,0,长和资讯
05-13 19:37,2016年5月13日舉行之股東週年大會-投票表決,公告,23745,0,长和资讯
05-12 15:20,O2 acquisition rejected by EU regulators,研报,8735,1,长和资讯
05-12 08:34,欧盟否决长江和记收购Telefonica的交易,资讯,6449,0,长和资讯
05-11 18:09,可能收購O2UK;共同投資者認購3英國與O2UK合,公告,7942,0,长和资讯
05-06 13:59,"No deal, big deal?",研报,8939,0,长和资讯
05-04 17:56,截至2016年4月30日止月份之股份發行人的證,公告,7500,0,长和资讯
05-03 19:07,Husky restructure on track,研报,7645,0,长和资讯
04-28 15:14,Stability and growth not priced in: init,研报,4535,0,长和资讯
04-21 16:17,维持买入评级，目标价126元,研报,7670,0,长和资讯
04-18 14:05,李嘉诚英国收购案被曝遭欧盟否决 长和准备,资讯,7643,0,长和资讯
04-12 18:01,致非登記持有人之通知信函及申請表格:2015,公告,8326,0,长和资讯
04-12 17:56,致登記股東之通知信函及申請表格:2015年年,公告,8198,0,长和资讯
04-12 17:55,致新登記股東之信函及回條:選擇公司通訊之,公告,7993,0,长和资讯
04-12 17:50,股東週年大會通告,公告,8515,0,长和资讯
04-12 17:49,代表委任表格,公告,8285,0,长和资讯
04-12 17:22,股東週年大會通告;重選退席董事、一般性授,公告,8579,0,长和资讯
04-12 17:14,2015年年報,公告,11596,1,长和资讯
04-08 16:17,Potential sale of UK network capacity to,研报,9370,0,长和资讯
04-05 20:24,截至2016年3月31日止月份之股份發行人的證,公告,9448,0,长和资讯
03-23 10:18,尚乘集团首期美元债券成功公开发行,资讯,8431,0,长和资讯
03-22 16:31,Suspension and Transfer of Coverage,研报,2371,0,长和资讯
03-21 18:22,长和维持跑赢大市评级，目标价140元,研报,14952,0,长和资讯
03-21 09:09,业绩焦点：长江和记实业有限公司,研报,33554,0,长和资讯
03-18 14:56,3 UK and Italy margin improving even wit,研报,13025,0,长和资讯
03-17 21:12,截至2015年12月31日止年度之業績摘要,公告,14653,0,长和资讯
03-16 16:57,FY15 preview: Expect steady core earning,研报,14763,0,长和资讯
03-15 11:10,"FY15 result preview: Slower growth, but ",研报,11784,0,长和资讯
03-15 11:10,"FY15 result preview: Slower growth, but ",研报,12031,0,长和资讯
03-14 15:03,长和给予增持评级，目标价115元,研报,18504,0,长和资讯
03-11 10:48,Good shelter even under currency and oil,研报,15778,0,长和资讯
03-10 23:30,2015 Preview - Earnings Growth Decelerat,研报,14590,0,长和资讯
03-09 02:24,长和维持买入评级，降目标价至128元,研报,2873,0,长和资讯
03-08 21:58,All eyes on UK telecom regulatory ruling,研报,2184,0,长和资讯
03-08 09:57,长和维持买入评级，目标价129元,研报,19028,0,长和资讯
03-02 19:38,截至2016年2月29日止月份之股份發行人的證,公告,14059,0,长和资讯
03-02 16:51,董事會會議召開日期,公告,14276,0,长和资讯
02-26 00:14,Assessing GBP weakness and potential Bre,研报,2710,0,长和资讯
02-22 08:52,若本周不能达成“新广场协议” 全球股市还,资讯,72909,65,长和资讯
02-22 00:44,新增信贷创新高未改信贷需求偏软格局,资讯,8089,0,长和资讯
02-22 00:08,主权基金可考虑转换职能,资讯,9093,0,长和资讯
02-21 21:33,下周全球最具权势的一帮大佬将齐聚这个地方,资讯,15630,1,长和资讯
02-21 07:37,1070天肖钢告别“火山口”,资讯,20.0万,356,长和资讯
02-20 03:13,供给侧改革主导2016年股市,资讯,38303,4,长和资讯
02-19 01:19,前瞻中国G20：经济增长是当务之急,资讯,2790,0,长和资讯
02-18 17:18,千方百计实现外贸回稳向好,资讯,1871,0,长和资讯
02-18 11:18,四联智能参加省长主持召开的企业座谈会,资讯,3081,0,长和资讯
02-18 02:40,流动性变局在即 寻找弱势下的确定性标的,资讯,7084,5,长和资讯
02-17 05:12,地方财政收入凸显“新常态” 广东连续25年,资讯,4000,1,长和资讯
02-16 17:20,外贸稳增长 改革是关键,资讯,2609,1,长和资讯
02-16 16:00,G20财长会议召开在即 新广场协议是否就此诞,资讯,17062,1,长和资讯
02-16 03:10,负利率难自救 短期料不会大行其道,资讯,2817,1,长和资讯
02-10 12:44,新华社：多国央行加码宽松 金融市场波动加,资讯,14.4万,242,长和资讯
02-10 10:17,刘晓博：这10件大事将左右2016年股市和楼市,资讯,21.4万,118,长和资讯
02-08 09:29,华创证券：货币政策拐点或已经到来,资讯,11.9万,63,长和资讯
02-05 13:44,长和承诺3与O2英国合并后 未来五年将投资50,资讯,14494,3,长和资讯
02-04 14:02,李嘉诚旗下长和承诺“3”与O2合并后五年不,资讯,2135,0,长和资讯
02-04 07:53,美国财长半月左右两次与中国财经高官谈汇率,资讯,22998,29,长和资讯
02-03 16:16,中国化工宣布斥资逾430亿美元收购瑞士先正,资讯,4086,2,长和资讯
02-03 11:10,雅虎继续瘦身：裁员 15% 关闭全球 5 个办事,资讯,2125,0,长和资讯
02-02 14:11,供热投资升温 长和国际热能项目正式通汽,资讯,2919,0,长和资讯
02-02 12:20,截至2016年1月31日止月份之股份發行人的證,公告,12121,0,长和资讯
02-02 00:27,“新广场协议”呼声渐起 人民币获各方力挺,资讯,19095,9,长和资讯
02-01 08:42,现在并非入市时机 港股乱世镇仓策略,资讯,4323,1,长和资讯
01-29 07:40,美联储今年或仅加息一至两次,资讯,2749,0,长和资讯
01-29 01:08,"开发“二次”人口红利,满足“四有”老人需",资讯,5180,0,长和资讯
01-26 16:58,江森自控确认史上最大交易 并购泰科,资讯,5281,1,长和资讯
01-26 13:56,寻找文化消费里的“合家欢”,资讯,1914,0,长和资讯
01-26 05:14,广东：打造国家大科学中心助推创新驱动,资讯,2387,0,长和资讯
01-26 05:12,上海：“四张牌”确保自贸区先发优势,资讯,3343,1,长和资讯
01-25 22:50,中国市场温暖达沃斯“寒冬”,资讯,3363,1,长和资讯
01-22 13:58,广州一旦实施限外 周边换乘停车场能否满足,资讯,3260,0,长和资讯
01-22 01:19,中国劳动生产率增速持续减缓原因分析,资讯,3879,0,长和资讯
01-21 19:47,中国基尼系数未来五年有望降至国际警戒线以,资讯,3358,2,长和资讯
01-21 13:45,2015年居民收入增速跑赢GDP 城乡收入差距进,资讯,1799,0,长和资讯
01-21 03:49,六成外企视中国为重要投资目的地,资讯,2066,0,长和资讯
01-21 00:00,维持增持评级，目标价下调至115元,研报,1791,0,长和资讯
01-19 18:01,达沃斯论坛聚焦全球经济动荡,资讯,1630,0,长和资讯
01-19 10:58,6.9%！中国去年GDP增速创25年新低,资讯,10548,5,长和资讯
01-19 01:45,国家统计局今日将公布2015年GDP等经济数据,资讯,18534,6,长和资讯
01-19 01:37,如何应对可能出现的就业难题,资讯,2475,1,长和资讯
01-18 11:04,微信症候群正在袭来：不在微信中进化就在微,资讯,3212,1,长和资讯
01-16 11:23,亚投行为经济增长和全球治理注入新动能,资讯,10628,18,长和资讯
01-16 00:39,特朗普“投石问路”,资讯,2965,1,长和资讯
01-15 22:12,去年12月M2增速13.3%  央行称市场流动性宽,资讯,3543,4,长和资讯
01-15 13:17,长和国际实业进军东莞供热市场,资讯,3348,0,长和资讯
01-15 03:14,长和国际实业欲退出电影“老本行” 拟投40,资讯,4018,0,长和资讯
01-13 02:30,GDP增长缘何与能源电力消费不同步,资讯,2286,1,长和资讯
01-12 14:32,Case for telco consolidation reaffirmed;,研报,15716,0,长和资讯
01-12 01:14,航空发动机产业应有至少两家集团竞争,资讯,3903,1,长和资讯
01-09 21:22,福布斯香港十大富豪排名出炉：李嘉诚连续18,资讯,28993,5,长和资讯
01-09 13:25,科技教育改革是新常态下重塑发展新动力的基,资讯,6276,3,长和资讯
01-07 10:51,强势美元为新兴经济体敲响警钟,资讯,2099,0,长和资讯
01-07 09:23,“实现更有质量的发展”系列评论：让员工有,资讯,1955,0,长和资讯
01-05 18:28,截至2015年12月31日止月份之股份發行人的證,公告,13300,0,长和资讯
01-05 15:51,上海“十三五”如何开好局,资讯,2924,0,长和资讯
01-05 08:34,左小蕾：中国制造业要对接欧美高端制造,资讯,5113,1,长和资讯
01-05 03:08,新常态经济学理论框架成形,资讯,2963,0,长和资讯
01-01 08:41,2015年港股市场十宗“最”大盘点,资讯,8077,1,长和资讯
12-31 22:58,2016:结构调整为主兼顾稳增长和防风险,资讯,4644,0,长和资讯
12-31 15:37,審核委員會 - 職權範圍,公告,13125,0,长和资讯
12-31 11:41,以自贸区战略促进可持续发展,资讯,3157,0,长和资讯
12-31 02:39,全球经济转型之路,资讯,2971,0,长和资讯
12-31 01:52,四场“中国赛局”如何实现双赢,资讯,3136,0,长和资讯
12-30 07:14,IMF股权改革只是第一步,资讯,2237,0,长和资讯
12-30 02:46,两次调价以暂缓告终 成品油新定价机制“在路上”,资讯,6529,8,长和资讯
12-30 01:16,社保降费率有赖于平衡机制,资讯,2684,0,长和资讯
12-29 20:45,12月29日央视新闻联播精编 上海将开展“证照分离”改,资讯,4605,0,长和资讯
12-29 11:51,供需两端发力 经济稳中求进,资讯,2177,0,长和资讯
12-28 17:00,“头马”消费将释放更强劲动能,资讯,1607,1,长和资讯
12-26 04:09,城乡一体化改革可以盘活 经济整盘棋,资讯,2128,0,长和资讯
12-25 19:52,楼继伟：明年年初将举行亚投行董事会成立大会,资讯,2351,0,长和资讯
12-25 15:48,统计局：将改进失业统计调查 推地区生产总值统一核算,资讯,1227,0,长和资讯
12-25 15:10,互联网 时代 传统留学机构涅槃重生,资讯,1326,0,长和资讯
12-25 13:44,新晋投资女王张泉灵：内容投资风口在哪 揭秘四种盈利,资讯,1892,0,长和资讯
12-25 11:07,统计局：将推进五大改革 涉地区生产总值统一核算等,资讯,1506,0,长和资讯
12-25 10:57,社科院：TPP将中国排除在外或降低其成员福利,资讯,1824,0,长和资讯
12-25 10:36,社科院报告:TPP将中国排除在外或降低其成员福利,资讯,1388,0,长和资讯
12-24 20:31,12月24日央视新闻联播精编 “撬开”国税地税合作壁垒,资讯,8068,1,长和资讯
12-24 03:41,因时而变 把握节奏是关键,资讯,5208,0,长和资讯
12-24 00:41,2016年亚太经济增长将略有回升,资讯,1578,0,长和资讯
12-23 16:46,星展唯高达：重申长和买入评级,资讯,12533,0,长和资讯
12-23 10:34,世界经济明年将呈现四大趋势 预计GDP增速3.0%,资讯,1552,0,长和资讯
12-22 10:18,化解产能过剩首成经济工作主要任务,资讯,1755,0,长和资讯
12-22 03:37,去产能去库存去杠杆 降成本补短板,资讯,8508,0,长和资讯
12-22 02:54,中国经济近期运行特点与政策取向,资讯,1489,0,长和资讯
12-21 19:43,重予买入评级，目标价126元,研报,13505,1,长和资讯
12-21 01:27,新兴成长 传统蓝筹 融资客两手抓,资讯,6871,0,长和资讯
12-19 00:52,去库存成经济工作关键词 房地产等四行业吐,资讯,60506,11,长和资讯
12-18 16:41,高盛重予长和买入评级 目标价126元,资讯,14281,0,长和资讯
12-18 15:22,耶伦：美元加息影响不应夸大,资讯,1578,0,长和资讯
12-18 05:52,长和国际进军环保产业 看好供热供暖市场,资讯,14784,0,长和资讯
12-18 05:00,适度引导居民部门加杠杆有多重好处,资讯,3218,0,长和资讯
12-18 01:40,加息靴子落地 风险资产前景乐观,资讯,4654,2,长和资讯
12-17 17:19,清睿教育登陆新三板 问鼎中国K12互联网 教,资讯,3375,1,长和资讯
12-17 16:00,外媒：中国性别歧视制约经济增长,资讯,1811,0,长和资讯
12-17 14:00,这才是今天全球最强音！耶伦：美元加息的重,资讯,1885,0,长和资讯
12-16 15:23,中国领衔G20后勾画金融版图,资讯,1660,0,长和资讯
12-16 07:11,发改委暂缓调整成品油价格 称用价格杠杆治,资讯,50846,98,长和资讯
12-16 01:41,成品油价格首次暂缓调整 原油遭遇“地板价,资讯,2914,1,长和资讯
12-15 13:07,述评之二：新产业蓬勃跃动 新政策与时俱进,资讯,1357,0,长和资讯
12-15 12:16,年報,公告,1106,0,长和资讯
12-15 12:04,公告,公告,840,0,长和资讯
12-15 12:01,聯合公告,公告,911,0,长和资讯
12-15 12:01,致股東信函,公告,965,0,长和资讯
12-15 11:59,中期報告,公告,896,0,长和资讯
12-15 11:50,更改董事,公告,764,0,长和资讯
12-15 11:36,委任表格,公告,868,0,长和资讯
12-15 11:25,更改董事,公告,930,0,长和资讯
12-15 11:20,公告,公告,835,0,长和资讯
12-15 10:42,聯合公告,公告,752,0,长和资讯
12-15 10:42,聯合公告,公告,821,0,长和资讯
12-15 10:34,聯合公告,公告,808,0,长和资讯
12-15 10:29,聯合公告,公告,729,0,长和资讯
12-15 10:20,公告,公告,857,0,长和资讯
12-15 09:53,聯合公告,公告,801,0,长和资讯
12-15 09:28,聯合公告,公告,917,0,长和资讯
12-15 09:18,業績公告 (摘要),公告,3532,1,长和资讯
12-15 09:18,業績公告,公告,837,0,长和资讯
12-15 08:36,股東大會通告,公告,961,0,长和资讯
12-15 08:35,致股東信函,公告,1039,0,长和资讯
12-15 08:35,委任表格,公告,1091,0,长和资讯
12-15 08:30,年報,公告,1154,0,长和资讯
12-15 08:24,公告,公告,983,0,长和资讯
12-15 08:01,聯合公告,公告,1026,0,长和资讯
12-15 08:00,股東大會結果,公告,1015,0,长和资讯
12-15 07:59,聯合公告,公告,1052,0,长和资讯
12-15 07:58,公告,公告,1009,0,长和资讯
12-15 07:58,聯合公告,公告,1174,0,长和资讯
12-15 07:35,聯合公告,公告,1025,0,长和资讯
12-15 07:35,公告,公告,1047,0,长和资讯
12-15 07:12,聯合公告,公告,1028,0,长和资讯
12-15 06:24,業績公告 (摘要),公告,955,0,长和资讯
12-15 06:23,業績公告,公告,1048,0,长和资讯
12-15 06:00,中期報告,公告,1093,0,长和资讯
12-15 05:59,公告,公告,930,0,长和资讯
12-15 05:56,公告,公告,898,0,长和资讯
12-15 05:53,更改董事,公告,936,0,长和资讯
12-15 05:27,公告,公告,922,0,长和资讯
12-15 04:54,公告,公告,822,0,长和资讯
12-15 04:53,公告,公告,747,0,长和资讯
12-15 04:41,公告,公告,563,0,长和资讯
12-15 04:41,公告,公告,663,0,长和资讯
12-15 04:40,聯合公告,公告,639,0,长和资讯
12-15 04:11,公告,公告,560,0,长和资讯
12-15 04:10,聯合公告,公告,512,0,长和资讯
12-15 03:59,公告,公告,448,0,长和资讯
12-15 03:40,業績公告,公告,476,0,长和资讯
12-15 03:39,業績公告 (摘要),公告,530,0,长和资讯
12-15 02:57,股東大會通告,公告,523,0,长和资讯
12-15 02:55,委任表格,公告,473,0,长和资讯
12-15 02:55,年報,公告,478,0,长和资讯
12-15 02:45,公告,公告,521,0,长和资讯
12-15 02:30,股東大會結果,公告,469,0,长和资讯
12-15 02:12,股東大會結果,公告,545,0,长和资讯
12-15 02:01,公告,公告,471,0,长和资讯
12-15 01:58,公告,公告,449,0,长和资讯
12-15 01:43,聯合公告,公告,577,0,长和资讯
12-15 00:50,業績公告,公告,463,0,长和资讯
12-15 00:50,業績公告 (摘要),公告,482,0,长和资讯
12-15 00:35,公告,公告,428,0,长和资讯
12-15 00:34,中期報告,公告,509,0,长和资讯
12-14 23:51,聯合公告,公告,495,0,长和资讯
12-14 22:46,公告,公告,389,0,长和资讯
12-14 22:25,聯合公告,公告,492,0,长和资讯
12-14 21:52,業績公告,公告,492,0,长和资讯
12-14 20:53,業績公告,公告,491,0,长和资讯
12-14 20:37,公告,公告,566,0,长和资讯
12-14 20:29,公告,公告,589,0,长和资讯
12-14 20:28,公告,公告,404,0,长和资讯
12-14 20:13,業績公告,公告,464,0,长和资讯
12-14 19:25,業績公告,公告,465,0,长和资讯
12-14 19:24,股東大會通告,公告,571,0,长和资讯
12-14 18:36,業績公告 (摘要),公告,423,0,长和资讯
12-14 18:35,業績公告,公告,488,0,长和资讯
12-14 18:28,財務報表,公告,498,0,长和资讯
12-14 17:26,業績公告,公告,317,0,长和资讯
12-14 17:26,業績公告 (摘要),公告,323,0,长和资讯
12-14 17:25,股東大會通告,公告,330,0,长和资讯
12-14 17:17,財務報表,公告,258,0,长和资讯
12-14 17:10,年報,公告,278,0,长和资讯
12-14 16:50,公告,公告,217,0,长和资讯
12-14 16:41,公告,公告,230,0,长和资讯
12-14 16:36,公告,公告,248,0,长和资讯
12-14 16:32,公告,公告,171,0,长和资讯
